alloy_grade,billet_temperature_C,container_temperature_C,die_temperature_C,ram_speed_mm_per_sec,billet_diameter_mm,extrusion_ratio,mean_strain_rate_per_sec,zener_hollomon_parameter,flow_stress_MPa,exit_temperature_C,ram_pressure_MPa,exit_speed_mm_per_sec,surface_quality_score,run_is_valid
AA7075,501.1,439.62,413.54,4.115,114.97,36.37,0.250794,11838853607.849,20.566,507.17,87.64,152.804,0.0,True
AA6061,427.24,384.13,441.41,5.537,114.9,28.71,0.315948,79658597425.121,28.779,457.43,113.44,162.551,0.0,True
AA6063,438.7,391.9,412.06,1.533,116.87,43.58,0.097101,11647941200.601,24.501,461.1,111.98,68.61,0.0,True
AA6061,470.81,403.74,436.34,7.815,142.79,21.66,0.321939,20402717608.622,24.128,481.74,88.83,169.534,0.0,True
AA7075,492.12,382.17,458.31,5.982,116.43,25.58,0.317487,22910993215.525,22.75,492.16,87.47,152.723,0.0,True
AA6061,474.54,395.44,424.67,5.472,142.9,28.01,0.24644,14997977405.709,23.126,488.68,92.01,154.972,0.0,True
AA6063,482.45,395.88,449.79,3.361,146.26,12.87,0.11336,4166136334.987,21.223,480.63,63.72,43.729,0.03,True
AA6063,421.6,459.18,385.52,5.902,110.61,19.97,0.303588,43973772301.516,29.073,457.35,99.85,117.274,0.0,True
AA6063,452.22,454.87,421.79,4.298,127.07,20.45,0.193771,11832488601.723,24.553,474.29,84.21,87.357,0.0,True
AA7075,445.52,393.03,421.38,3.734,91.17,45.54,0.297156,86742966408.013,27.455,466.44,122.5,169.177,0.0,True
AA6061,454.47,455.04,410.4,6.388,120.82,12.18,0.249647,19999936690.333,24.062,469.4,71.0,76.959,0.0,True
AA7075,496.73,397.33,461.05,6.458,130.86,24.44,0.29923,19764599246.183,22.251,496.37,82.24,156.79,0.0,True
AA6061,433.79,397.19,380.52,5.912,113.99,48.0,0.387509,79553367354.357,28.775,464.27,130.34,286.777,0.0,True
AA6061,497.98,440.11,426.39,6.93,90.86,10.61,0.345306,8818364693.426,21.447,503.22,57.46,73.791,0.0,True
AA6063,441.63,428.95,420.03,1.986,131.75,42.15,0.109226,10302847962.159,24.096,466.21,103.84,84.891,0.0,True
AA7075,426.12,400.51,387.31,2.859,86.47,30.33,0.219727,109915888694.737,28.327,448.94,112.81,88.432,0.0,True
AA6061,425.96,426.64,457.02,2.791,143.62,48.01,0.145933,33904379561.419,25.823,455.81,117.86,136.083,0.0,True
AA6061,473.62,387.76,421.57,4.965,99.73,49.65,0.374543,23833973178.78,24.641,488.99,113.47,248.678,0.0,True
AA6063,456.86,422.74,459.74,5.244,122.4,15.12,0.221525,13736138335.958,25.049,472.05,78.35,79.041,0.0,True
AA6061,441.06,456.67,424.48,2.93,89.28,46.81,0.236773,27186382828.577,25.079,474.21,110.82,134.707,0.0,True
AA6061,438.3,385.93,415.19,7.276,112.73,43.99,0.463484,85458929987.759,29.028,465.38,129.38,318.025,0.0,True
AA6063,484.62,395.73,448.43,1.43,80.45,16.34,0.093174,3020099082.534,20.251,484.97,66.06,22.953,2.86,True
AA6063,477.96,455.61,389.59,5.989,96.12,26.58,0.388878,10882725301.422,24.276,498.82,93.72,158.597,0.0,True
AA7075,495.35,434.71,456.13,7.019,103.83,14.51,0.346686,18407594241.032,22.014,499.63,72.23,102.232,0.0,True
AA6061,478.58,410.09,384.85,6.74,120.57,19.43,0.314347,16301489193.53,23.395,485.16,80.41,129.972,0.0,True
AA6063,445.13,432.42,438.57,6.55,149.63,42.13,0.311312,26600901502.453,27.303,473.65,119.61,274.686,0.0,True
AA7075,480.32,455.4,414.04,2.994,124.78,26.63,0.153412,10968106268.089,20.321,495.19,78.97,81.322,0.0,True
AA6061,433.96,412.53,442.95,3.847,128.76,30.29,0.196804,38247055422.794,26.232,456.5,111.34,117.823,0.0,True
AA6061,495.75,387.89,430.81,1.343,125.37,14.71,0.053098,1893561601.105,16.982,489.95,54.2,19.069,3.72,True
AA6063,485.79,457.97,404.01,1.862,131.2,49.14,0.103692,2384759303.077,19.555,505.06,88.65,89.881,0.0,True
AA6061,490.76,410.32,425.67,4.697,123.12,47.68,0.281645,10031539038.221,21.848,504.77,98.62,224.026,0.0,True
AA6063,483.06,407.41,445.4,2.216,114.5,37.52,0.134041,4444670546.178,21.422,493.92,88.81,83.182,0.0,True
AA6063,420.9,458.99,408.27,5.949,129.89,46.47,0.331214,49826337247.95,29.52,468.63,134.17,272.667,0.0,True
AA6063,484.23,415.46,448.37,7.934,85.04,11.82,0.439317,12859428441.096,24.829,490.37,72.76,93.603,0.0,True
AA6061,444.72,422.06,391.06,6.704,131.52,31.2,0.338505,43786189270.339,26.695,470.49,108.19,211.412,0.0,True
AA6061,483.36,456.93,385.47,3.794,114.13,15.86,0.17295,6099479571.384,20.321,491.34,66.47,59.303,0.0,True
AA7075,427.52,403.51,413.21,3.911,134.48,21.29,0.16928,83238720481.728,27.304,449.49,96.14,82.986,0.0,True
AA6063,424.84,423.78,458.18,6.116,102.91,43.09,0.430639,68790614240.579,30.684,463.46,136.89,265.694,0.0,True
AA6063,444.09,421.44,390.09,1.074,144.21,22.19,0.042042,3897143015.483,21.019,459.72,75.67,22.729,0.2,True
AA6063,450.72,429.36,436.43,5.056,144.42,35.12,0.242698,17639291031.112,25.892,475.05,107.41,181.111,0.0,True
AA7075,486.75,427.03,460.04,6.545,99.16,20.57,0.379072,27596493233.837,23.384,492.52,81.79,133.897,0.0,True
AA7075,430.25,387.32,449.55,6.873,127.69,34.24,0.362538,170580175612.266,29.97,451.09,122.91,234.868,0.0,True
AA6061,425.64,448.9,403.66,5.51,82.81,34.38,0.455589,90423622287.538,29.228,461.58,122.26,191.996,0.0,True
AA6063,459.42,409.35,389.59,3.588,142.23,40.11,0.173365,10374273596.875,24.119,483.44,104.06,140.263,0.0,True
AA7075,435.61,422.19,408.14,3.137,102.97,27.56,0.186699,64155721364.942,26.358,455.83,104.06,83.649,0.0,True
AA6063,495.59,459.68,400.74,4.102,84.41,44.93,0.352122,5967915695.568,22.34,513.64,98.0,183.769,0.0,True
AA6061,438.42,399.77,449.81,1.812,122.1,26.05,0.091798,16097176641.415,23.354,453.92,88.53,46.898,0.0,True
AA7075,430.02,413.55,444.13,4.043,110.23,32.27,0.245039,108391286010.282,28.275,450.24,115.72,131.377,0.0,True
AA6061,470.48,398.04,453.56,4.999,144.4,11.86,0.164328,11448447097.875,22.264,472.78,63.24,59.57,0.0,True
AA7075,470.64,438.8,409.63,7.642,129.65,26.87,0.36898,40131721060.514,24.686,483.08,94.41,204.517,0.0,True
AA6061,468.3,420.81,431.19,2.439,135.58,47.93,0.133991,8651912158.696,21.388,488.0,99.97,117.803,0.0,True
AA7075,462.05,418.77,383.7,1.54,80.52,46.53,0.135344,19846899706.576,22.265,475.8,101.09,69.139,0.0,True
AA6063,433.94,383.17,396.15,2.875,99.76,36.82,0.198418,30857994731.695,27.821,460.07,118.95,105.828,0.0,True
AA7075,488.81,440.67,417.85,3.293,141.71,36.28,0.157302,9675299324.934,19.921,499.45,82.91,117.916,0.0,True
AA6063,431.21,412.03,388.0,2.424,83.64,27.53,0.181793,26345808450.726,27.27,457.62,105.1,66.111,0.0,True
AA6061,456.46,389.63,411.16,2.667,87.04,14.41,0.154233,16895482466.516,23.511,464.04,72.33,37.966,0.0,True
AA6063,469.92,402.59,413.54,4.445,84.52,29.44,0.337778,16686127414.493,25.703,482.99,100.5,130.101,0.0,True
AA6063,462.2,416.82,404.62,7.132,132.45,44.32,0.389109,21543578102.056,26.574,488.65,117.83,315.472,0.0,True
AA6061,428.3,459.89,458.49,7.489,114.72,19.84,0.375892,63057875068.38,27.958,458.6,98.17,149.954,0.0,True
AA6061,477.87,451.46,404.04,4.757,105.62,10.06,0.196177,8648993379.597,21.387,488.04,56.58,47.27,0.01,True
AA6061,438.96,401.08,395.19,6.013,104.72,49.55,0.431905,73548664160.067,28.498,470.49,129.44,300.651,0.0,True
AA6063,474.48,407.0,409.1,3.229,129.85,16.47,0.131843,5351224100.846,21.998,482.03,73.9,52.688,0.01,True
AA6063,456.17,458.86,392.84,5.827,108.14,30.47,0.351979,18258650611.76,26.009,484.98,102.91,177.726,0.0,True
AA6061,474.59,386.82,393.39,3.91,114.64,48.63,0.247882,15992146577.711,23.333,489.1,105.42,186.281,0.0,True
AA6061,482.02,409.31,455.53,6.825,143.62,21.78,0.282599,12560974904.66,22.558,489.97,80.39,150.224,0.0,True
AA6061,451.72,383.29,454.8,7.699,146.44,47.75,0.385396,50887739942.306,27.213,473.35,121.34,364.977,0.0,True
AA6063,447.9,449.2,388.38,3.414,104.57,12.06,0.15188,10620650992.938,24.196,462.08,73.0,40.285,0.01,True
AA6061,477.9,446.59,390.4,4.357,97.41,16.72,0.243436,10756634088.895,22.068,489.07,74.43,73.717,0.0,True
AA6063,449.76,385.21,411.84,5.109,100.1,43.92,0.372217,34121782965.784,28.174,472.93,120.76,226.523,0.0,True
AA6061,497.64,431.95,427.37,6.946,124.25,16.62,0.299544,8360301754.144,21.282,502.48,69.18,115.242,0.0,True
AA6061,498.18,431.64,451.46,3.307,108.49,46.25,0.222992,5982046485.688,20.262,506.89,91.24,152.801,0.0,True
AA6061,462.25,458.42,407.4,3.251,113.79,30.61,0.181802,11374234435.816,22.244,485.39,88.04,96.919,0.0,True
AA7075,460.82,417.42,417.35,3.371,117.36,28.1,0.18154,29209961135.92,23.58,474.29,92.6,93.977,0.0,True
AA7075,465.41,434.88,380.38,6.87,137.15,10.81,0.229537,29848013143.749,23.654,470.21,64.15,74.852,0.0,True
AA7075,486.14,426.28,409.23,1.627,112.88,40.08,0.100475,7009883431.353,18.916,493.09,81.97,64.488,0.0,True
AA6063,500.24,410.39,416.3,5.926,145.6,45.76,0.3,6084260392.638,22.401,509.29,101.04,273.744,0.0,True
AA6061,491.23,401.14,393.91,5.156,92.25,37.19,0.383644,14008279684.251,22.907,498.22,97.97,190.581,0.0,True
AA6061,421.61,402.47,425.16,2.16,143.55,35.9,0.1071,33454823286.998,25.778,447.37,106.68,80.714,0.0,True
AA6061,427.48,438.7,434.87,2.969,81.08,14.61,0.187718,38675475962.063,26.27,447.94,84.04,43.412,0.0,True
AA7075,428.89,383.77,429.07,3.292,103.06,37.49,0.227817,118533424165.024,28.607,449.12,122.01,127.168,0.0,True
AA6063,442.22,459.95,457.0,7.511,136.78,18.82,0.310811,23413915788.667,26.861,469.06,93.46,142.76,0.0,True
AA7075,459.42,450.72,434.35,2.952,111.28,27.16,0.166983,24787443785.364,23.017,475.13,88.96,80.03,0.0,True
AA7075,480.19,409.0,403.79,5.796,109.7,19.17,0.299642,28961357871.565,23.55,484.74,82.77,111.725,0.0,True
AA6061,486.64,432.2,393.81,7.439,97.19,19.77,0.435473,15837662622.568,23.302,501.39,82.06,146.786,0.0,True
AA6063,494.84,442.4,433.77,4.082,87.85,38.39,0.320022,6268034084.929,22.495,511.44,98.45,154.915,0.0,True
AA6061,450.01,385.97,418.13,5.474,80.85,23.29,0.411732,53234001119.201,27.369,467.63,104.02,128.961,0.0,True
AA6063,422.1,389.13,409.29,2.135,85.27,35.64,0.166794,36798894351.932,28.441,446.96,120.17,74.272,0.0,True
AA6061,461.52,458.85,420.05,6.789,136.95,12.86,0.244007,15942729416.246,23.323,476.32,68.36,88.084,0.0,True
AA6061,447.95,447.43,394.3,7.606,115.52,47.06,0.485272,51536308735.613,27.257,481.12,122.58,358.641,0.0,True
AA6063,424.22,458.3,433.08,3.931,89.9,38.93,0.306299,44470945543.859,29.113,459.54,122.84,153.276,0.0,True
AA6063,491.87,386.13,445.48,4.879,126.84,29.71,0.246752,6629561290.294,22.673,494.17,87.76,143.577,0.0,True
AA6061,476.31,443.98,397.75,7.322,84.93,46.07,0.629735,28484572639.423,25.236,503.11,111.7,336.834,0.0,True
AA6061,432.49,417.56,419.41,3.075,134.59,47.04,0.17116,32773955642.31,25.708,460.46,117.35,147.334,0.0,True
AA6061,461.03,396.82,442.46,2.658,129.49,33.14,0.138872,12794051690.931,22.617,471.27,92.85,89.13,0.0,True
AA7075,456.68,424.2,422.3,7.709,118.65,43.85,0.469852,79392162874.069,27.131,483.44,117.29,338.549,0.0,True
AA6063,453.48,458.08,401.42,5.985,123.92,10.48,0.216264,12821787315.632,24.819,471.07,69.36,62.599,0.0,True
AA7075,446.47,453.57,405.33,1.537,149.58,44.8,0.073189,15769720180.68,21.5,466.97,93.35,67.542,0.0,True
AA7075,482.96,440.48,430.53,2.429,131.73,26.32,0.116895,8883502151.19,19.652,490.46,76.01,64.891,0.0,True
AA6063,434.28,422.48,453.84,1.037,124.98,12.95,0.043401,5517110546.945,22.093,443.83,65.71,14.359,0.2,True
AA7075,444.37,383.52,417.65,2.873,107.84,20.96,0.158052,49414199311.188,25.422,458.11,90.48,61.478,0.01,True
AA6061,471.11,394.52,380.73,6.563,85.58,15.64,0.397855,28979108339.928,25.293,479.16,80.01,101.405,0.0,True
AA6063,422.96,382.17,415.99,6.599,126.98,10.67,0.237827,50838226629.569,29.592,436.8,80.43,71.257,0.0,True
AA6063,469.9,406.61,416.56,2.508,140.63,33.45,0.11963,5572582781.928,22.125,482.76,90.49,83.938,0.0,True
AA6063,491.1,436.89,437.0,4.629,138.82,20.18,0.191449,4302898423.918,21.322,500.31,75.8,93.451,0.0,True
AA6063,457.41,425.17,444.76,2.317,141.02,40.3,0.116753,6963835371.153,22.829,478.5,100.17,93.994,0.0,True
AA6063,431.92,383.5,413.74,6.308,141.19,13.9,0.224887,34746916905.335,28.238,445.37,85.11,87.814,0.0,True
AA7075,497.6,453.26,449.67,3.145,132.56,44.04,0.169894,7641049270.582,19.182,507.38,87.75,137.206,0.0,True
AA7075,424.06,440.79,451.1,6.765,112.62,31.36,0.393746,169958147388.871,29.956,455.76,122.94,211.32,0.0,True
AA7075,460.02,454.85,454.93,2.255,92.96,16.54,0.130616,17430301920.878,21.832,470.85,70.56,37.471,0.25,True
AA6063,482.15,391.63,455.15,4.49,124.02,35.69,0.243007,8313603943.642,23.398,494.59,96.73,157.535,0.0,True
AA6061,433.66,431.13,426.56,5.52,81.83,31.95,0.449839,75112622284.315,28.572,467.02,118.04,177.749,0.0,True
AA6063,482.04,440.86,441.89,3.478,141.79,10.51,0.111769,3007238547.029,20.239,489.17,59.84,37.081,0.21,True
AA6061,479.61,437.3,403.86,3.26,100.13,15.15,0.169164,7277094361.11,20.856,489.9,67.49,49.442,0.01,True
AA6061,433.87,440.8,407.62,1.992,102.04,24.35,0.116242,19313376866.708,23.948,456.86,90.72,47.364,0.0,True
AA6061,471.61,420.23,433.54,5.907,81.56,12.16,0.339445,19346067133.543,23.953,477.49,71.39,70.568,0.0,True
AA6061,485.71,459.39,446.47,4.979,93.54,37.26,0.362137,11693790282.858,22.331,501.87,95.39,182.656,0.0,True
AA6061,460.84,404.27,450.59,5.726,149.88,16.75,0.204367,17522023194.956,23.63,471.47,79.35,95.305,0.0,True
AA6063,481.28,433.8,454.94,2.165,132.6,13.35,0.081463,2538076298.316,19.738,484.79,59.78,29.129,0.79,True
AA6061,426.92,414.17,388.14,7.599,116.61,46.53,0.483527,114110826882.398,30.058,462.94,134.95,357.729,0.0,True
AA6063,489.48,439.56,454.82,3.376,143.06,23.01,0.143506,3388625805.849,20.596,497.01,76.5,78.874,0.0,True
AA6063,426.85,397.32,392.25,7.71,93.41,44.47,0.594295,109049228189.604,32.375,461.76,144.66,340.613,0.0,True
AA7075,483.7,408.42,395.78,4.314,84.83,38.05,0.354601,30116004691.053,23.685,496.33,100.27,164.7,0.0,True
AA7075,434.54,400.55,389.77,6.016,105.31,18.81,0.318972,123418422168.92,28.757,452.53,100.4,112.745,0.0,True
AA6063,441.16,453.08,381.85,3.715,131.02,27.09,0.171482,14582875607.369,25.249,465.45,96.18,96.588,0.0,True
AA6061,466.31,392.96,460.61,2.013,119.15,36.61,0.113824,9077723429.256,21.537,480.03,89.25,72.208,0.0,True
AA6063,475.61,400.77,454.52,2.24,143.34,22.51,0.093629,3810155122.256,20.951,484.09,78.24,50.793,0.01,True
AA6061,481.13,395.88,405.63,1.638,90.04,45.33,0.134786,6933904178.019,20.709,491.08,91.67,75.524,0.0,True
AA7075,467.64,448.1,385.16,6.592,107.61,16.38,0.327462,35659744468.567,24.272,481.28,82.24,108.09,0.0,True
AA6063,430.28,454.68,448.63,5.862,137.25,31.75,0.286682,34296641486.972,28.192,462.82,111.55,189.18,0.0,True
AA6063,438.27,452.57,387.29,5.935,95.41,22.01,0.369384,33124502945.967,28.07,464.81,102.62,131.384,0.0,True
AA6061,431.41,380.47,431.31,1.382,148.6,34.38,0.062495,14164029045.16,22.942,450.96,95.82,47.261,0.0,True
AA6063,496.5,447.69,415.52,7.108,95.46,41.67,0.529534,9805573625.998,23.934,515.34,105.64,295.677,0.0,True
AA6061,441.67,451.11,424.72,3.846,117.4,38.13,0.233842,27829175093.976,25.158,472.24,107.39,150.541,0.0,True
AA6063,450.74,434.65,452.31,1.612,140.3,41.72,0.081988,5509638393.3,22.089,474.77,95.71,67.351,0.0,True
AA6063,427.82,448.35,435.76,1.111,123.95,42.41,0.060498,7552112966.367,23.089,458.99,101.2,44.437,0.0,True
AA6063,431.15,450.42,398.77,7.802,121.81,19.49,0.362793,40058289420.327,28.741,463.62,102.03,151.851,0.0,True
AA6063,450.22,450.29,434.17,2.335,102.39,41.52,0.169428,11146128024.434,24.355,478.46,105.46,101.207,0.0,True
AA6063,458.11,427.54,434.37,4.908,104.59,45.64,0.340426,19763259540.589,26.279,483.7,115.69,222.684,0.0,True
AA7075,470.29,387.39,439.33,2.206,149.87,42.95,0.10752,14568600654.831,21.24,481.85,92.32,96.372,0.0,True
AA6061,489.26,384.56,458.23,7.289,105.42,40.99,0.496738,21613897036.516,24.317,500.71,106.18,302.672,0.0,True
AA7075,422.88,402.02,419.24,7.799,141.68,17.26,0.300291,174558766851.96,30.057,442.98,100.41,134.969,0.0,True
AA6063,472.07,452.74,434.73,1.428,138.7,49.57,0.070854,2488222890.915,19.679,493.18,87.76,65.349,0.0,True
AA6063,451.92,381.94,414.41,7.366,139.96,26.36,0.32658,29046111272.922,27.609,469.32,105.67,192.82,0.0,True
AA6063,479.91,395.09,409.31,1.141,138.77,41.2,0.057129,2095953362.375,19.181,482.88,83.91,45.99,0.03,True
AA7075,461.58,416.37,435.91,2.312,148.7,35.81,0.109085,17565341884.439,21.858,473.79,91.22,85.005,0.0,True
AA6063,463.93,395.93,383.59,3.5,144.28,49.86,0.180238,11185232123.322,24.367,484.37,109.93,173.666,0.0,True
AA7075,483.13,412.23,416.76,2.128,81.3,36.65,0.183377,16484695063.293,21.647,491.2,92.08,79.44,0.0,True
AA6063,432.75,388.25,381.47,3.296,90.32,18.8,0.198397,30534112892.986,27.784,451.13,94.24,60.121,0.0,True
AA6061,422.31,443.93,407.46,1.486,100.72,22.87,0.085791,21236244398.682,24.259,444.21,87.24,33.059,0.0,True
AA6061,443.58,426.11,430.03,1.461,126.49,31.12,0.077357,10044333729.161,21.852,465.28,88.84,46.379,0.0,True
AA6063,488.44,413.29,434.49,1.368,117.06,11.8,0.05684,1521417928.009,18.273,487.31,55.66,16.656,11.44,True
AA6063,420.87,396.0,427.16,7.242,89.34,46.72,0.60233,125021317065.174,32.882,461.3,146.02,342.436,0.0,True
AA6061,489.22,406.99,441.11,5.456,147.05,26.99,0.23385,9884783937.522,21.802,493.9,84.89,147.474,0.0,True
AA6063,434.16,456.28,384.83,7.844,140.04,36.41,0.38663,39231394408.707,28.667,471.09,119.89,287.149,0.0,True
AA7075,455.91,456.76,396.5,2.175,96.93,32.07,0.153968,23228830002.334,22.796,475.06,92.24,72.271,0.0,True
AA6063,477.71,454.12,439.03,4.145,90.57,42.25,0.323183,9309851598.824,23.765,497.62,103.71,172.978,0.0,True
AA7075,433.5,407.43,451.6,4.411,144.44,23.37,0.180579,70529942706.902,26.7,449.91,97.55,101.286,0.0,True
AA6063,448.47,437.14,380.32,7.574,118.53,34.81,0.430309,32726199081.481,28.027,477.11,117.55,261.888,0.0,True
AA6063,474.96,430.95,393.34,2.15,118.3,36.38,0.123874,4407145774.597,21.396,490.91,91.11,77.667,0.0,True
AA6063,494.19,434.97,398.78,5.217,147.9,49.5,0.264791,5603616215.884,22.142,509.02,98.92,260.133,0.0,True
AA7075,465.95,400.69,421.36,6.256,114.45,22.08,0.322096,48934299877.004,25.387,473.67,90.78,137.728,0.0,True
AA6061,434.51,425.38,415.06,4.303,111.82,46.0,0.279613,47980262721.757,27.01,462.2,120.82,196.683,0.0,True
AA7075,465.35,384.54,411.37,4.955,135.8,27.52,0.23115,37950711049.036,24.49,473.07,94.54,136.468,0.0,True
AA6063,466.31,408.8,398.47,6.855,113.31,43.89,0.438211,23825522051.986,26.921,485.72,118.65,301.747,0.0,True
AA6063,470.65,435.56,414.5,6.133,90.06,16.5,0.362269,14030121923.068,25.12,484.08,81.21,100.562,0.0,True
AA6061,453.19,427.91,417.26,3.668,95.63,37.45,0.26403,25116979446.619,24.815,479.02,104.42,136.649,0.0,True
AA7075,495.68,437.67,384.93,3.635,86.0,44.45,0.307652,16379134560.914,21.626,506.46,94.68,162.304,0.0,True
AA6063,469.56,417.14,453.5,4.42,115.83,26.67,0.24047,10626720909.885,24.198,487.99,95.46,118.449,0.0,True
AA6063,488.14,443.15,398.77,5.035,106.97,28.39,0.293422,6749298755.717,22.73,504.87,91.25,139.432,0.0,True
AA6061,493.25,454.71,418.42,1.954,137.05,33.41,0.09504,2614686785.918,17.866,503.33,71.31,64.931,0.0,True
AA7075,450.82,446.53,387.45,3.865,106.3,23.99,0.223733,39875499655.143,24.663,471.28,92.99,94.023,0.0,True
AA6063,451.72,390.53,411.28,5.19,129.28,13.13,0.195113,15884351120.287,25.537,461.85,78.42,67.344,0.0,True
AA6063,440.34,403.35,383.39,2.959,84.47,48.56,0.263589,28745051978.505,27.573,467.29,123.56,145.79,0.0,True
AA6061,451.35,393.62,420.75,3.139,114.25,18.98,0.155174,18501031619.296,23.807,464.82,82.65,59.867,0.0,True
AA7075,451.83,413.79,454.48,5.789,97.34,17.4,0.327766,68035478574.784,26.57,465.64,87.61,101.754,0.0,True
AA6063,455.28,448.86,429.5,1.14,116.34,40.5,0.069453,3923924781.112,21.04,480.54,90.73,46.291,0.01,True
AA6063,431.87,438.52,450.54,7.583,84.1,39.6,0.63565,78347989903.964,31.159,471.55,132.9,301.291,0.0,True
AA6061,492.8,413.84,398.09,4.542,126.18,11.79,0.170253,5930850434.539,20.237,492.95,57.77,53.75,0.0,True
AA6063,434.25,444.59,402.4,7.469,129.64,41.41,0.409056,44433971360.747,29.11,470.49,125.9,308.791,0.0,True
AA6063,466.83,387.4,422.86,1.358,100.21,27.84,0.085572,4827547183.434,21.677,476.49,83.12,37.574,0.06,True
AA6063,454.86,390.68,454.34,4.902,123.07,47.34,0.28833,22589784484.538,26.738,473.03,122.61,228.012,0.0,True
AA7075,444.66,449.46,425.67,6.721,114.14,40.16,0.413541,90355770156.104,27.604,471.87,120.85,268.771,0.0,True
AA7075,476.13,397.74,448.74,2.947,135.51,29.55,0.141697,15639179862.346,21.473,480.75,87.92,87.742,0.0,True
AA6063,437.89,458.25,429.26,1.029,109.09,27.47,0.060292,5380930463.993,22.015,464.54,83.84,28.557,0.1,True
AA6063,425.71,387.36,410.16,6.251,138.3,10.58,0.202212,37867725276.539,28.542,438.91,76.97,65.693,0.0,True
AA6063,474.87,382.59,410.82,5.51,99.83,33.67,0.371753,17415774038.012,25.848,488.76,104.08,186.057,0.0,True
AA7075,455.18,390.73,458.63,3.431,120.97,41.18,0.19553,42897996116.503,24.921,468.56,108.55,137.167,0.0,True
AA7075,446.23,453.37,403.37,3.049,96.4,15.83,0.165204,35109174752.537,24.218,462.25,79.6,47.797,0.06,True
AA6061,439.41,453.84,381.79,1.03,115.34,29.52,0.05831,7441795156.994,20.924,460.27,83.39,30.711,0.02,True
AA6063,463.1,397.97,404.28,2.763,125.51,32.14,0.14341,8410658399.795,23.436,478.51,99.19,87.293,0.0,True
AA7075,436.84,416.47,458.21,4.949,128.55,37.12,0.269479,90847093920.602,27.624,458.82,114.91,186.286,0.0,True
AA7075,490.52,437.77,460.12,3.128,141.49,34.12,0.148429,8616788009.37,19.556,498.8,79.89,106.297,0.0,True
AA6063,467.97,395.88,441.23,2.606,142.33,44.46,0.132021,6518650277.678,22.619,481.6,100.55,115.28,0.0,True
AA7075,486.28,405.65,458.65,1.172,133.81,48.62,0.063952,5274147661.155,18.053,490.6,83.38,56.09,0.0,True
AA6063,486.82,418.55,434.54,6.743,120.47,12.46,0.267317,7069686112.851,22.877,490.85,69.03,83.289,0.0,True
AA7075,493.07,434.41,402.41,6.999,132.33,26.98,0.337091,19762746148.362,22.251,500.64,85.09,191.228,0.0,True
AA6063,478.39,400.05,454.27,2.477,149.55,39.52,0.117711,4305210478.105,21.324,486.95,93.52,99.066,0.0,True
AA6061,480.08,398.04,428.99,2.43,130.04,35.0,0.123353,6317135581.444,20.427,488.11,86.6,82.688,0.0,True
AA7075,468.63,427.42,439.2,3.348,129.03,46.65,0.189536,22349793800.579,22.666,489.54,100.69,155.456,0.0,True
AA6063,448.1,414.38,437.9,4.397,136.98,39.81,0.231657,19462371624.905,26.226,473.24,114.85,179.541,0.0,True
AA6061,421.88,388.65,455.5,6.983,114.03,34.68,0.412246,135858888073.883,30.685,449.09,124.25,240.709,0.0,True
AA6063,495.08,456.86,443.73,7.527,126.57,19.39,0.337678,6064436318.878,22.391,511.07,76.63,146.343,0.0,True
AA7075,437.92,458.35,420.49,8.047,114.29,18.79,0.390813,98872614535.866,27.936,464.86,94.94,149.804,0.0,True
AA6063,446.04,410.93,420.13,1.205,85.77,20.31,0.074756,7130962413.57,22.905,461.06,80.38,22.645,0.22,True
AA7075,434.48,433.39,402.49,3.441,145.84,19.62,0.136261,48323942263.272,25.343,451.55,89.19,68.58,0.0,True
AA7075,491.31,457.85,379.0,7.782,96.51,37.7,0.55836,29886478198.853,23.659,509.66,102.68,293.074,0.0,True
AA6063,472.76,414.97,384.12,4.254,116.17,44.19,0.268137,10881632468.138,24.276,491.74,105.89,190.239,0.0,True
AA6063,440.66,432.07,385.46,5.007,137.35,40.66,0.258007,25458181435.289,27.151,472.88,118.18,203.618,0.0,True
AA6063,441.88,432.41,442.18,7.164,90.87,42.91,0.562343,50578534063.986,29.573,475.51,129.24,305.451,0.0,True
AA6063,461.57,455.51,441.59,1.759,119.07,26.38,0.094968,4136061466.08,21.201,479.41,83.29,47.729,0.01,True
AA6061,481.77,409.12,423.76,3.523,93.72,19.94,0.217468,10210401936.842,21.904,488.19,75.58,71.104,0.0,True
AA7075,492.39,456.7,393.47,3.082,81.11,41.48,0.269325,14316365175.065,21.183,509.8,93.62,127.36,0.0,True
AA7075,417.55,448.7,433.42,1.716,126.49,34.47,0.090472,43355899624.399,24.958,445.27,101.79,58.337,0.01,True
AA7075,496.51,395.42,452.41,1.888,115.54,35.75,0.117681,7562417404.43,19.15,500.1,78.96,71.155,0.0,True
AA6063,463.75,380.37,381.84,4.793,110.47,28.05,0.277391,17896884723.473,25.941,476.39,102.56,134.989,0.0,True
AA6061,479.85,435.75,406.72,1.724,98.54,15.24,0.090694,3811359263.497,18.934,487.8,60.82,26.182,0.71,True
AA7075,435.23,437.83,449.08,2.763,93.38,36.81,0.198274,61221726599.106,26.189,462.33,111.99,98.969,0.0,True
AA7075,460.83,418.35,402.85,3.242,135.76,27.96,0.146964,21392804544.848,22.518,475.65,85.99,87.696,0.0,True
AA7075,466.52,383.86,443.35,3.037,111.67,31.43,0.180891,30642447488.016,23.745,472.42,95.25,96.411,0.0,True
